ID,GENE_ID,Description
54433_at,54433,"nucleolar protein family A, member 1 (H/ACA small nucleolar RNPs)"
54435_at,54435,HLA complex group 4
54436_at,54436,SH3 domain and tetratricopeptide repeats 1
54438_at,54438,glucose-fructose oxidoreductase domain containing 1
5444_at,5444,paraoxonase 1
54440_at,54440,chromosome X open reading frame 9
54442_at,54442,potassium channel tetramerisation domain containing 5
5445_at,5445,paraoxonase 2
54453_at,54453,Ras and Rab interactor 2
54454_at,54454,"ATPase family, AAA domain containing 2B"
54455_at,54455,F-box protein 42
54457_at,54457,"TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa"
54458_at,54458,proline rich 13
5446_at,5446,paraoxonase 3
54462_at,54462,KIAA1128
54463_at,54463,"family with sequence similarity 134, member B"
54465_at,54465,Ewing's tumor-associated antigen 1
54468_at,54468,hypothetical protein FLJ20323
54469_at,54469,"zinc finger, AN1-type domain 6"
5447_at,5447,P450 (cytochrome) oxidoreductase
54471_at,54471,"Smith-Magenis syndrome chromosome region, candidate 7-like"
54472_at,54472,toll interacting protein
54474_at,54474,keratin 20
54475_at,54475,notchless homolog 1 (Drosophila)
54476_at,54476,ring finger protein 216
54477_at,54477,"pleckstrin homology domain containing, family A member 5"
54478_at,54478,"family with sequence similarity 64, member A"
54480_at,54480,chondroitin sulfate glucuronyltransferase
54482_at,54482,coiled-coil domain containing 76
54487_at,54487,DiGeorge syndrome critical region gene 8
5449_at,5449,POU class 1 homeobox 1
54490_at,54490,"UDP glucuronosyltransferase 2 family, polypeptide B28"
54491_at,54491,"family with sequence similarity 105, member A"
54494_at,54494,chromosome 11 open reading frame 71
54496_at,54496,protein arginine methyltransferase 7
54498_at,54498,spermine oxidase
54499_at,54499,transmembrane and coiled-coil domains 1
545_at,545,ataxia telangiectasia and Rad3 related
5450_at,5450,POU class 2 associating factor 1
54502_at,54502,RNA-binding protein
54503_at,54503,"zinc finger, DHHC-type containing 13"
54504_at,54504,"carboxypeptidase, vitellogenic-like"
54505_at,54505,DEAH (Asp-Glu-Ala-His) box polypeptide 29
54508_at,54508,hypothetical protein FLJ11235
54509_at,54509,"ras homolog gene family, member F (in filopodia)"
5451_at,5451,POU class 2 homeobox 1
54512_at,54512,exosome component 4
54514_at,54514,DEAD (Asp-Glu-Ala-Asp) box polypeptide 4
54517_at,54517,pseudouridylate synthase 7 homolog (S. cerevisiae)
54518_at,54518,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein"
5452_at,5452,POU class 2 homeobox 2
54520_at,54520,coiled-coil domain containing 93
54521_at,54521,WD repeat domain 44
54529_at,54529,asparagine synthetase domain containing 1
5453_at,5453,POU class 3 homeobox 1
54530_at,54530,chromosome 1 open reading frame 218
54531_at,54531,"mesoderm induction early response 1, family member 2"
54535_at,54535,coiled-coil alpha-helical rod protein 1
54537_at,54537,"family with sequence similarity 35, member A"
54538_at,54538,"roundabout homolog 4, magic roundabout (Drosophila)"
54539_at,54539,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa"
5454_at,5454,POU class 3 homeobox 2
54540_at,54540,hypothetical protein FLJ10404
54541_at,54541,DNA-damage-inducible transcript 4
54542_at,54542,ring finger and CCCH-type zinc finger domains 2
54543_at,54543,translocase of outer mitochondrial membrane 7 homolog (yeast)
54544_at,54544,cysteine-rich C-terminal 1
54545_at,54545,myotubularin related protein 12
54546_at,54546,ring finger protein 186
54549_at,54549,sidekick homolog 2 (chicken)
5455_at,5455,POU class 3 homeobox 3
54550_at,54550,EF-hand calcium binding protein 2
54551_at,54551,MAGE-like 2
54552_at,54552,guanine nucleotide binding protein-like 3 (nucleolar)-like
54554_at,54554,WD repeat domain 5B
54555_at,54555,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49
54556_at,54556,"inhibitor of growth family, member 3"
54558_at,54558,spermatogenesis associated 6
5456_at,5456,POU class 3 homeobox 4
54566_at,54566,erythrocyte membrane protein band 4.1 like 4B
54576_at,54576,"UDP glucuronosyltransferase 1 family, polypeptide A8"
5458_at,5458,POU class 4 homeobox 2
54581_at,54581,SCAN domain containing 2
54583_at,54583,egl nine homolog 1 (C. elegans)
54584_at,54584,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
54585_at,54585,leucine zipper transcription factor-like 1
54587_at,54587,matrix-remodelling associated 8
5459_at,5459,POU class 4 homeobox 3
54596_at,54596,LINE-1 type transposase domain containing 1
546_at,546,"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)"
54606_at,54606,DEAD (Asp-Glu-Ala-Asp) box polypeptide 56
54619_at,54619,cyclin J
54621_at,54621,hypothetical protein FLJ20674
54622_at,54622,ADP-ribosylation factor-like 15
54623_at,54623,"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)"
54626_at,54626,hairy and enhancer of split 2 (Drosophila)
54629_at,54629,"family with sequence similarity 63, member B"
5463_at,5463,POU class 6 homeobox 1
5464_at,5464,pyrophosphatase (inorganic) 1
5465_at,5465,peroxisome proliferator-activated receptor alpha
54661_at,54661,protocadherin beta 17 pseudogene
54662_at,54662,"TBC1 domain family, member 13"
54663_at,54663,WD repeat domain 74
54664_at,54664,transmembrane protein 106B
54665_at,54665,round spermatid basic protein 1
5467_at,5467,peroxisome proliferator-activated receptor delta
54674_at,54674,leucine rich repeat neuronal 3
54676_at,54676,GTP binding protein 2
54677_at,54677,carnitine O-octanoyltransferase
5468_at,5468,peroxisome proliferator-activated receptor gamma
54680_at,54680,chromosome 1 open reading frame 181
54681_at,54681,hypoxia-inducible factor prolyl 4-hydroxylase
54682_at,54682,MANSC domain containing 1
5469_at,5469,mediator complex subunit 1
547_at,547,kinesin family member 1A
5470_at,5470,"protein phosphatase, EF-hand calcium binding domain 2"
54700_at,54700,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)
54704_at,54704,"protein phosphatase 2C, magnesium-dependent, catalytic subunit"
54707_at,54707,"ATP binding domain 1 family, member B"
54708_at,54708,membrane-associated ring finger (C3HC4) 5
5471_at,5471,phosphoribosyl pyrophosphate amidotransferase
54714_at,54714,cyclic nucleotide gated channel beta 3
54715_at,54715,ataxin 2-binding protein 1
54716_at,54716,"solute carrier family 6 (proline IMINO transporter), member 20"
54718_at,54718,"butyrophilin, subfamily 2, member A3"
54726_at,54726,OTU domain containing 4
5473_at,5473,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)
54732_at,54732,transmembrane emp24 protein transport domain containing 9
54733_at,54733,"solute carrier family 35, member F2"
54737_at,54737,M-phase phosphoprotein 8
54738_at,54738,FEV (ETS oncogene family)
54739_at,54739,XIAP associated factor-1
54741_at,54741,leptin receptor overlapping transcript
5475_at,5475,"protein phosphatase, EF-hand calcium binding domain 1"
54752_at,54752,fibronectin type III domain containing 8
54758_at,54758,kelch domain containing 4
5476_at,5476,cathepsin A
54762_at,54762,GRAM domain containing 1C
54765_at,54765,tripartite motif-containing 44
54766_at,54766,B-cell translocation gene 4
54768_at,54768,hydrocephalus inducing homolog (mouse)
54769_at,54769,"DIRAS family, GTP-binding RAS-like 2"
54777_at,54777,chromosome 10 open reading frame 92
54778_at,54778,ring finger protein 111
54780_at,54780,non-SMC element 4 homolog A (S. cerevisiae)
54784_at,54784,"alkB, alkylation repair homolog 4 (E. coli)"
54785_at,54785,chromosome 17 open reading frame 59
54788_at,54788,"DnaJ (Hsp40) homolog, subfamily B, member 12"
5479_at,5479,peptidylprolyl isomerase B (cyclophilin B)
54795_at,54795,"transient receptor potential cation channel, subfamily M, member 4"
54796_at,54796,basonuclin 2
54797_at,54797,mediator complex subunit 18
54798_at,54798,dachsous 2 (Drosophila)
54799_at,54799,mbt domain containing 1
5480_at,5480,peptidylprolyl isomerase C (cyclophilin C)
54800_at,54800,kelch-like 24 (Drosophila)
54801_at,54801,"family with sequence similarity 29, member A"
54802_at,54802,tRNA isopentenyltransferase 1
54805_at,54805,cyclin M2
54806_at,54806,Abelson helper integration site 1
54807_at,54807,zinc finger protein 586
54809_at,54809,sterile alpha motif domain containing 9
5481_at,5481,peptidylprolyl isomerase D (cyclophilin D)
54810_at,54810,"GIPC PDZ domain containing family, member 2"
54811_at,54811,zinc finger protein 562
54812_at,54812,aftiphilin
54814_at,54814,glutaminyl-peptide cyclotransferase-like
54815_at,54815,GATA zinc finger domain containing 2A
54816_at,54816,suppressor of hairy wing homolog 4 (Drosophila)
54819_at,54819,"zinc finger, CCHC domain containing 10"
54820_at,54820,nudE nuclear distribution gene E homolog 1 (A. nidulans)
54821_at,54821,"excision repair cross-complementing rodent repair deficiency, complementation group 6-like"
54825_at,54825,protocadherin LKC
54826_at,54826,gypsy retrotransposon integrase 1
54827_at,54827,"family with sequence similarity 55, member D"
54828_at,54828,breast carcinoma amplified sequence 3
54829_at,54829,asporin
54830_at,54830,nucleoporin 62kDa C-terminal like
54831_at,54831,bestrophin 2
54832_at,54832,vacuolar protein sorting 13 homolog C (S. cerevisiae)
54834_at,54834,ganglioside induced differentiation associated protein 2
54836_at,54836,B-box and SPRY domain containing
54839_at,54839,leucine rich repeat containing 49
54840_at,54840,aprataxin
54842_at,54842,FLJ20160 protein
54843_at,54843,synaptotagmin-like 2
54845_at,54845,RNA binding motif protein 35A
54847_at,54847,"SID1 transmembrane family, member 1"
54848_at,54848,hypothetical protein FLJ20184
54849_at,54849,differentially expressed in FDCP 8 homolog (mouse)
54850_at,54850,F-box and leucine-rich repeat protein 12
54851_at,54851,ankyrin repeat domain 49
54852_at,54852,progestin and adipoQ receptor family member V
54854_at,54854,"family with sequence similarity 83, member E"
54855_at,54855,"family with sequence similarity 46, member C"
54857_at,54857,glycerophosphodiester phosphodiesterase domain containing 2
54858_at,54858,pyroglutamyl-peptidase I
54860_at,54860,"membrane-spanning 4-domains, subfamily A, member 12"
54861_at,54861,SNF related kinase
54862_at,54862,coiled-coil and C2 domain containing 1A
54863_at,54863,chromosome 9 open reading frame 167
54866_at,54866,"protein phosphatase 1, regulatory (inhibitor) subunit 14D"
54867_at,54867,hypothetical protein FLJ20254
54869_at,54869,EPS8-like 1
54870_at,54870,glutamine-rich 1
54872_at,54872,"phosphatidylinositol glycan anchor biosynthesis, class G"
54873_at,54873,palmdelphin
54874_at,54874,formin binding protein 1-like
54875_at,54875,chromosome 9 open reading frame 39
54876_at,54876,chromosome 4 open reading frame 30
54877_at,54877,"zinc finger, CCHC domain containing 2"
54878_at,54878,dipeptidyl-peptidase 8
54879_at,54879,suppression of tumorigenicity 7 like
54880_at,54880,BCL6 co-repressor
54881_at,54881,testis expressed 10
54882_at,54882,ankyrin repeat and KH domain containing 1
54883_at,54883,coiled-coil domain containing 49
54884_at,54884,"retinol saturase (all-trans-retinol 13,14-reductase)"
54885_at,54885,"TBC1 domain family, member 8B (with GRAM domain)"
54886_at,54886,plasticity related gene 3
54891_at,54891,hypothetical protein FLJ20309
54892_at,54892,"non-SMC condensin II complex, subunit G2"
54893_at,54893,myotubularin related protein 10
54894_at,54894,ring finger protein 43
54897_at,54897,castor zinc finger 1
54898_at,54898,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2"
549_at,549,AU RNA binding protein/enoyl-Coenzyme A hydratase
54900_at,54900,lymphocyte transmembrane adaptor 1
54901_at,54901,CDK5 regulatory subunit associated protein 1-like 1
54902_at,54902,tetratricopeptide repeat domain 19
54903_at,54903,"Meckel syndrome, type 1"
54904_at,54904,Wolf-Hirschhorn syndrome candidate 1-like 1
54905_at,54905,"cytochrome P450, family 2, subfamily W, polypeptide 1"
54906_at,54906,chromosome 10 open reading frame 18
54908_at,54908,coiled-coil domain containing 99
54910_at,54910,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"
54913_at,54913,ribonuclease P/MRP 25kDa subunit
54914_at,54914,KIAA1797
54915_at,54915,"YTH domain family, member 1"
54916_at,54916,chromosome 14 open reading frame 101
54918_at,54918,CKLF-like MARVEL transmembrane domain containing 6
54919_at,54919,HEAT repeat containing 2
54920_at,54920,"dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)"
54922_at,54922,Ras interacting protein 1
54923_at,54923,Lck interacting transmembrane adaptor 1
54925_at,54925,zinc finger protein 434
54927_at,54927,coiled-coil-helix-coiled-coil-helix domain containing 3
54928_at,54928,inositol monophosphatase domain containing 1
54929_at,54929,transmembrane protein 161A
5493_at,5493,periplakin
54930_at,54930,chromosome 14 open reading frame 94
54934_at,54934,chromosome 12 open reading frame 41
54937_at,54937,spermatogenesis and oogenesis specific basic helix-loop-helix 2
54938_at,54938,"seryl-tRNA synthetase 2, mitochondrial"
54939_at,54939,COMM domain containing 4
5494_at,5494,"protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform"
54941_at,54941,ring finger protein 125
54942_at,54942,chromosome 9 open reading frame 6
54943_at,54943,chromosome 21 open reading frame 55
54946_at,54946,"solute carrier family 41, member 3"
54948_at,54948,mitochondrial ribosomal protein L16
5495_at,5495,"protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform"
54951_at,54951,COMM domain containing 8
54952_at,54952,tRNA selenocysteine associated protein 1
54953_at,54953,chromosome 1 open reading frame 27
54954_at,54954,family with sequence similarity 120C
54955_at,54955,chromosome 1 open reading frame 109
54956_at,54956,"poly (ADP-ribose) polymerase family, member 16"
54957_at,54957,thioredoxin-like 4B
54958_at,54958,transmembrane protein 160
54959_at,54959,"odontogenic, ameloblast asssociated"
5496_at,5496,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
54960_at,54960,gem (nuclear organelle) associated protein 8
54961_at,54961,slingshot homolog 3 (Drosophila)
54962_at,54962,TIMELESS interacting protein
54963_at,54963,uridine-cytidine kinase 1-like 1
54964_at,54964,chromosome 1 open reading frame 56
54968_at,54968,transmembrane protein 70
54969_at,54969,chromosome 4 open reading frame 27
54970_at,54970,tetratricopeptide repeat domain 12
54971_at,54971,BTG3 associated nuclear protein
54972_at,54972,transmembrane protein 132A
54973_at,54973,cleavage and polyadenylation specific factor 3-like
54974_at,54974,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)
54976_at,54976,chromosome 20 open reading frame 27
54977_at,54977,"solute carrier family 25, member 38"
54978_at,54978,chromosome 2 open reading frame 18
54979_at,54979,HRAS-like suppressor 2
5498_at,5498,protoporphyrinogen oxidase
54980_at,54980,chromosome 2 open reading frame 42
54981_at,54981,chromosome 9 open reading frame 95
54982_at,54982,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
54985_at,54985,host cell factor C1 regulator 1 (XPO1 dependent)
54986_at,54986,unc-51-like kinase 4 (C. elegans)
54987_at,54987,chromosome 1 open reading frame 123
54988_at,54988,hypothetical protein FLJ20581
5499_at,5499,"protein phosphatase 1, catalytic subunit, alpha isoform"
54991_at,54991,chromosome 1 open reading frame 159
54993_at,54993,zinc finger and SCAN domain containing 2
54994_at,54994,chromosome 20 open reading frame 11
54995_at,54995,"3-oxoacyl-ACP synthase, mitochondrial"
54996_at,54996,MOCO sulphurase C-terminal domain containing 2
54997_at,54997,tescalcin
54998_at,54998,aurora kinase A interacting protein 1
55_at,55,"acid phosphatase, prostate"
550_at,550,ancient ubiquitous protein 1
5500_at,5500,"protein phosphatase 1, catalytic subunit, beta isoform"
55000_at,55000,taurine upregulated gene 1
55001_at,55001,tetratricopeptide repeat domain 22
55002_at,55002,transmembrane and coiled-coil domains 3
55003_at,55003,PAK1 interacting protein 1
55005_at,55005,required for meiotic nuclear division 1 homolog (S. cerevisiae)
55006_at,55006,hypothetical protein FLJ20628
55007_at,55007,"family with sequence similarity 118, member A"
55008_at,55008,hect domain and RLD 6
55009_at,55009,chromosome 19 open reading frame 24
5501_at,5501,"protein phosphatase 1, catalytic subunit, gamma isoform"
55010_at,55010,chromosome 12 open reading frame 48
55011_at,55011,PIH1 domain containing 1
55012_at,55012,"protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma"
